id|Autor/a|Obra|Fecha de estreno|Dirección|Compañía|Festivales|Lugar de estreno|fechaFormat|lat|lon|uuid
470|Pedro Calderón de la Barca| Con quien vengo, vengo| 18 de junio de 2004| José A. Raynaud| Tetrápolis| Festival de Teatro Clásico de Cáceres| Cáceres||39.4716366|-6.3907192|c4ae3de5-c28a-4a09-9497-41d907eb12ed
471|Pedro Calderón de la Barca| La vida es sueño| 26 de noviembre de 2005| Agustín Iglesias| Guirigai Teatro|| Teatro Principal de Santos de Maimona (Badajoz)||38.4480632|-6.3786038|42f5344e-b872-4079-84cf-1b9ef7654e62
472|Pedro Calderón de la Barca| La vida es sueño| 17 de junio de 2005| Gabriel Garbisu| Producciones Amara| Festival de Teatro Clásicode Cáceres| Plaza de las Veletas de Cáceres||39.4716366|-6.3907192|788889b8-d967-491c-8816-7a034f69bf1f
473|Pedro Calderón de la Barca| La vida es sueño| 8 de julio de 2005|| Centro Dramático de Aragón| Festival Internacional de Teatro Clásico de Almagro|Teatro Municipal de Almagro||38.8903455|-3.7117528|41247efe-07c3-486b-ab45-93cbcd0d9b3e
474|Pedro Calderón de la Barca| La dama duende| 27 de agosto de 2005| Marta Torres| A Priori Producciones| Feria de Teatro de Castilla y León|Teatro Nuevo de Ciudad Rodrigo||40.5971274|-6.5324755|8caa3f1c-e808-4687-bf29-a06bd3a1af2c
475|Pedro Calderón de la Barca| El gran teatro del mundo|| Kike Lera| Desguace Teatro||||||41b0764b-11a6-4912-b098-31791668b9c3
476|Pedro Calderón de la Barca| El galán fantasma| 4 de febrero de 2005| Pepa Calvo Pizarro| Teatre del Repartidor|| Teatre Tantarantana de Barcelona||41.375941|2.1673798|bb184759-7b01-47df-a598-d8a4964809f5
477|Pedro Calderón de la Barca| Andrómeda y Perseo|| Juan Carlos Villanueva| Trápala Teatro||||||e883e365-f42b-4693-8dfe-7bfba8f5ad0d
478|Pedro Calderón de la Barca| Amar después de la muerte| 21 de octubre de 2005| Eduardo Vasco|Compañía Nacional de Teatro Clásico (CNTC)||Teatro Pavón de Madrid||40.410031|-3.7061552|79505ef7-fa22-4a14-ba2a-d92b551af64d
479|Pedro Calderón de la Barca| Acordei que sonhava, Desperté del sueño| 1 de marzo de 2005| Claudia Schapira| Núcleo Bartolomeu de Depoimentos| Teatralia, Festival de Artes Escénicas para Niños y Jóvenes| Teatro Triángulo de Madrid||40.4192402|-3.7211005|1aa75f33-eafb-452d-999f-ea0241853f51
480|Pedro Calderón de la Barca| La rabia| 30 de junio de 2006| José Antonio Raynaud| Perséfone| Festival de Teatro Clásico de Cáceres|Plaza de Santa María de Cáceres||39.4745423|-6.3703506|33590493-49fe-4aa9-9c59-bd9bce7d5831
481|Pedro Calderón de la Barca| La gran Cenobia|| Carlos Alonso Callero| José Estruch, RESAD||||||e178e2bd-49a2-40eb-831c-5bd711b4a224
482|Pedro Calderón de la Barca|El mágico prodigioso / Il mágico Prodigioso| 13 de enero de 2006| Francesco Pititto, María Federica Maestri| Lenz Rifrazioni| Festival Escena Abierta de Burgos|||||a57ef521-7689-4944-bfe2-9ff927259016
483|Pedro Calderón de la Barca| El mágico prodigioso| 9 de junio de 2006| Juan Carlos Pérez de la Fuente| El Mágico Prodigioso||Teatro mPrincipal de Zamora||41.5045405|-5.7464134|cdafcb97-b33f-4e58-9572-f00346ae2e45
484|Pedro Calderón de la Barca| El gran teatro del mundo| 3 de julio de 2006| José Luis Alonso de Santos| Biblioteca Valenciana||Biblioteca Valenciana||39.4992492|-0.3695037|fceb9667-523a-4fad-aa97-4661dc126bfc
485|Pedro Calderón de la Barca| El alcalde de Zalamea| 6 de octubre de 2006| Rafael Rodríguez| 2Rc||Teatro Cuyás de Las Palmas de Gran Canaria||28.1063842|-15.4183244|1fa39f97-721b-449f-a414-06724f12b765
486|Pedro Calderón de la Barca| No hay burlas en el amor| 25 de marzo de 2007| Francisco García Vicente| ESAD de Murcia||Teatro de la ESAD de Murcia||37.9835686|-1.128866|b19ea7dc-f440-4ea1-8a2a-0bf121ada4ed
487|Pedro Calderón de la Barca| La dama duende| 10 de julio de 2007| Juan Carlos Sánchez| Teatro Clásico de Sevilla|| Reales Atarazanas de Sevilla||37.3848|-5.99544|34277253-febe-4cbf-a378-7f191601f5b2
488|Pedro Calderón de la Barca| El médico de su honra| 24 de noviembre de 2007|Isidro Rodríguez Gallardo| Algarabía Teatro| Festival Internacional de Teatro de Cazorla|Cazorla (Jaén)||37.9135753|-3.0030593|41d2eb90-a011-49cb-babe-53e9ae55c448
489|Pedro Calderón de la Barca|No hay burlas con el amor|10 de julio de 2008|Manuel Canseco|Compañía de Manuel Canseco||Jardines del Galiileo, Madrid||40.4340209|-3.7108414|3715141a-52ab-40c2-9512-f6da3c890845
490|Pedro Calderón de la Barca|Life is a dream; La Vida es Sueño|19 de julio de 2008|Cecil Mackinnon|Amnistía Internacional; Puy Navarro|Festival Internacional de Teatro Clásico de Almagro|Iglesia de las bernardas||40.4830703|-3.3698094|5d45eb1c-3520-4064-8bff-d67ab4a6acb5
491|Pedro Calderón de la Barca| Las manos blancas no ofenden| 27 de junio de 2008| Eduardo Vasco|Compañía Nacional de Teatro Clásico (CNTC)| Festival Internacional de Teatro Clásico de Almagro|Hospital de San Juan||38.389138|-0.4353982|c54ede55-6379-4234-8175-cb68c4cec2cc
492|Pedro Calderón de la Barca| La vida es sueño| diciembre de 2008| Luis d'Ors| Compañía de Actores Michael Chéjov|| Centro Cultural Moncloa, Madrid||40.435131|-3.7186501|bd107693-8bcf-4f0a-91a4-62055ebc7572
493|Pedro Calderón de la Barca| La vida es sueño| 24 de junio de 2008| Juan Carlos Pérez de la Fuente| Compañía Siglo de Oro de la Comunidad de Madrid. RESAD| Festival Clásicos en Alcalá| Teatro Salón Cervantes de Alcalá de Henares, Madrid||40.4834571|-3.3661106|fa46699d-f1ba-49e8-8207-cec2878f1543
494|Pedro Calderón de la Barca| La paz universal o el lirio y la azucena| 14 de mayo de 2008| Juan Sanz Ballesteros| Antiqua Escena|| Teatro Auditorio de Cuenca||40.0756676|-2.1288743|3ca2f5e7-f523-443a-9af4-360debd9db87
495|Pedro Calderón de la Barca| La devoción de la Cruz| 25 de junio de 2007| Carlos Álvarez-Ossorio| Cámara Negra Teatro|| Instituto Cervantes de Alcalá de Henares||40.4842912|-3.362998|f7d7b83c-1734-4f11-9b39-890f6d9995ad
496|Pedro Calderón de la Barca| El pintor de su deshonra| 20 de febrero de 2008| Eduardo Vasco|Compañía Nacional de Teatro Clásico (CNTC)|| Teatro Lope de Vega, Sevilla||37.3784059|-5.990964|e988a689-43ac-40f5-867c-a9343e589cf4
497|Pedro Calderón de la Barca| Casa con dos puertas, mala es de guardar| 26 de junio de 2008|Manuel Canseco| Compañía de Manuel Canseco Escenarios Virtuales|| Foro de los Balbos de Cáceres||39.4716366|-6.3907192|b4de44e0-7416-414a-9aab-0e702be25f59
498|Pedro Calderón de la Barca| La vida es sueño|| José Luis Fernández| La Refinería Teatro||||||7a4e2cd4-156e-4b52-8f8d-8004c192930e
499|Pedro Calderón de la Barca| La hija del aire| 14 de enero de 2009| César Barló| Almaviva Teatro|| Sala Valle-Inclán de la RESAD (Madrid)||40.4082584|-3.7004705|4827a3be-6ad0-4c2b-bbf1-4d66dae2d1a3
500|Pedro Calderón de la Barca| La dama duende| 12 de junio de 2009| Gabriel Garbisu| Amara Producciones| Festival de Teatro Clásico de Cáceres| Plaza de las Veletas de Cáceres||39.4716366|-6.3907192|ae26ea0f-dc58-43d4-a369-a68cb189f288
501|Pedro Calderón de la Barca| El año santo en Madrid| 6 de octubre de 2009| Nuria Alkorta| Compañía Delabarca|| Iglesia de San Jerónimo el Real, Madrid||40.4145358|-3.6909801|918d22a4-700e-4936-aeae-a103079b8fdb
502|Pedro Calderón de la Barca|Las fortunas de Andrómeda y Perseo||Andrés Vinaches|Teatro Universitario Clásico de la Universidad de Alicante||||||c4aa438b-6e5b-4e3a-bea5-a93e397cda8a
503|Pedro Calderón de la Barca| La vida es sueño| 2 de julio de 2010| Héctor Noguera| Teatro Camino| Festival Internacional de Teatro Clásico de Almagro| Corral de Comedias de Almagro||40.4451582|-3.5339127|c102cc70-d205-422b-afa2-7fa4f00ad741
504|Pedro Calderón de la Barca| La selva confusa|| Erik Coenen| La Redondilla||||||233c83ca-3c9f-4111-ba5b-a142dc9a003e
505|Pedro Calderón de la Barca| El galán fantasma|| Mariano de Paco Serrano| Secuencia 3 Artes y Comunicación||||||da0b28e1-8947-45a9-8177-59aa1917a86e
506|Pedro Calderón de la Barca| El alcalde de Zalamea| 2 de julio de 2010| Eduardo Vasco|Compañía Nacional de Teatro Clásico (CNTC)| Festival Internacional de Teatro Clásico de Almagro| Hospital de San Juan de Almagro||38.389138|-0.4353982|5bc417c3-e88a-4187-b1c4-5402b85cce33
507|Pedro Calderón de la Barca| La vida es sueño| 11 de julio de 2011| Carlos Almeida| Compañía de Titiriteros de la Universidad Nacional de San Martín| Festival Almagro Off| Teatro La Veleta, Almagro (España)||38.8994072|-3.7079747|3fdb72c6-5278-440a-a5e9-9f84f43d897e
508|Pedro Calderón de la Barca, Agustín de Moreto, Antonio Hurtado de Mendoza, Quiñones de Benavente| Entremeses barrocos| 3 de mayo de 2011| Aitana Galán, Elisa Marinas, Héctor del Saz, Pilar Valenciano|Compañía Nacional de Teatro Clásico (CNTC)|| Teatro Pavón, Madrid||40.410031|-3.7061552|f4e6582e-896d-4e88-8986-0b46ea11a763
509|Pedro Calderón de la Barca| Otro gran teatro del mundo| 21 de diciembre de 2012| Olga Margallo| Uroc Teatro|| Teatro Pavón, Madrid||40.410031|-3.7061552|0310b940-83a7-4c43-86fa-97525fa23581
510|Pedro Calderón de la Barca| Lorca, Calderón y los estudiantes de Babel| 5 de julio de 2012| Toni Tordera| Escena Erasmus| Festival de Teatro Clásico de Almagro| Plaza de Santo Domingo de Almagro (Ciudad Real)||38.8888239|-3.7111408|f08ec269-5399-4894-9d94-33ee6a899576
511|Pedro Calderón de la Barca, Jesús Torres| La vida es sueño: el bululú||El Colectivo| El Aedo Teatro||||||a1626ad8-5110-404f-98f4-6159fa29f39c
512|Pedro Calderón de la Barca| La vida es sueño| 5 de julio de 2012|Helena Pimenta|Compañía Nacional de Teatro Clásico (CNTC)| Festival de Teatro Clásico de Almagro| Hospital de San Juan de Almagro (Ciudad Real)||38.8888239|-3.7111408|f5b7903b-27e7-4911-a6a6-a33a757cbaf7
513|Pedro Calderón de la Barca| La gran Zenobia| 18 de febrero de 2012| Gustavo Galindo| Teatro Galo Real| Festival La Alternativa| Nudo Teatro, Madrid||40.4263785|-3.7030786|032a2ca6-6e74-4900-88b4-9c02c8c29feb
514|Pedro Calderón de la Barca| En la vida todo es verdad y todo mentira| 12 de enero de 2012|Ernesto Caballero|Compañía Nacional de Teatro Clásico (CNTC)|| Teatro Pavón, Madrid||40.410031|-3.7061552|6547fc37-584a-48fe-b413-897127e2cb1b
515|Pedro Calderón de la Barca| El pleito matrimonial del cuerpo y el alma|| Pau Bou Jordá| Teatre Pedra||||||b3e4c21d-c77c-4952-a9db-680e8c5b2302
516|Pedro Calderón de la Barca| El médico de su honra| 12 de mayo de 2012|| Teatro Corsario||||||7e57d2ca-9828-4bca-8b99-6275fc27fc58
517|Pedro Calderón de la Barca| El gran teatro del mundo| 20 de julio de 2012| Calixto Bieito| Barcelona Internacional Teatre. BIT| Festival Grec| Teatre Lliure de Barcelona||41.3866101|2.1566491|600f37c0-68bf-482b-aa69-5e7b0c479f62
518|Pedro Calderón de la Barca| Casa con dos puertas, mala es de guardar| 20 de julio de 2012|Gilberto Guerrero| Perro Teatro| Festival Internacional de Teatro Clásico de Almagro| Plaza de Santo Domingo de Almagro (Ciudad Real)||38.8888239|-3.7111408|2bb857bd-0162-4d0e-ad3e-9d07eef54a81
519|Pedro Calderón de la Barca| A secreto agravio, secreta venganza| 15 de junio de 2013| Lino Ferreira| El Óbolo Producciones| Festival Clásicos en Alcalá| Corral de Comedias de Alcalá de Henares (Madrid)||40.4451582|-3.5339127|39b646e9-3e29-40d2-b569-8f3c94753ab8
520|Pedro Calderón de la Barca|Segismundo, el príncipe prisionero|9 de julio de 2013|Dolores Garayalde|Tabacasol 2010|Festival de Teatro Clásico de Almagro|Teatro Municipal de Almagro||38.8903455|-3.7117528|70884a4f-acbb-4e12-8ade-deb77deeffa9
521|Pedro Calderón de la Barca| Segismundo, el príncipe prisionero| 9 de julio de 2013| Dolores Garayalde|El Pitbull Teatro| Festival de Teatro Clásico de Almagro| Teatro Municipal de Almagro (Ciudad Real).||38.8888239|-3.7111408|e62de194-5ff8-47dc-91b7-516ff89af154
522|Pedro Calderón de la Barca| No hay burlas con el amor|| Carlos Marchena| Teatro Furtivo||||||1881b365-fbe7-4d06-8f28-c78ab206052b
523|Pedro Calderón de la Barca| La dama duende| 13 de junio de 2013|Manuel Narros| Producciones Teatrales Faraute| Festival Clásicos en Alcalá|Teatro Salón Cervantes de Alcalá de Henares||40.4834571|-3.3661106|9ec5959c-2c18-4ef3-b752-a1410706c5d6
524|Pedro Calderón de la Barca| El gran teatro del mundo| 4 de abril de 2013|Carlos Saura| Teatro Español|| Naves del Español, Matadero Madrid.||40.3917194|-3.6975088|176ccf59-c690-4585-ae22-f4d4a4760680
525|Pedro Calderón de la Barca| Darlo todo y no dar nada||Nuria Alkorta| Compañía Delabarca||||||0ad076e7-758e-468f-a96a-69109ea61c22
526|Pedro Calderón de la Barca| Segismun2000| 22 de junio de 2012| Javier Navarro de Zuvillaga| Teatro Universitario de Bellas Artes, T.U.B.A.|| Salón de actos de la Facultad de Bellas Artes, Universidad Complutense de Madrid.||40.4399455|-3.7338924|c20ff7a4-4708-48cb-a3ac-d15dcc3b2c3b
527|Pedro Calderón de la Barca| No hay burlas con el amor| 2 de julio de 2013| Josemi Rodríguez| Pata Teatro|| Patio del Instituto Vicente Espinel de Málaga.||36.724991|-4.4209389|4ec5aa83-b04b-4852-99a1-5b63c5afe0be
528|Pedro Calderón de la Barca| Segismundo sueña... la vida es sueño 2.0| 8 de julio de 2014|Hugo Nieto| Ensamble Bufo|| Nave 1.1 de las Naves del Español, Matadero Madrid.||40.3917194|-3.6975088|b4a6223d-d71e-4e78-9e36-430e80b6d929
529|Pedro Calderón de la Barca| La cómicos de la leNgua. VIda es sueño| 14 de abril de 2014| José Luis Gómez| Centro Dramático Nacional, CDN|III Centenario de la Real Academia| Teatro de La Abadía de Madrid.||40.4353022|-3.7094283|cebec518-60c0-4e86-84a2-8870901e56bd
530|Pedro Calderón de la Barca| La cena del rey Baltasar| 28 de enero de 2014|Carlos Tuñón| Los Números Imaginarios|| Sala Kubik Fabrik de Madrid.||40.4095788|-3.7177673|3ca597e1-e674-484d-8460-16f42bbd10cc
531|Pedro Calderón de la Barca| El mágico prodigioso| 6 de junio de 2014|Karina Garantivá| Primas de Riesgo|Festival de Teatro Clásico| Plaza de las Veletas de Cáceres.||39.4716366|-6.3907192|e05a558e-f937-4ecf-a066-a0957f096c7e
532|Pedro Calderón de la Barca| Cómicos de la leNgua. Duelo de plumas: Góngora-Quevedo| 28 de abril de 2014|José Luis Gómez| Centro Dramático Nacional, CDN|III Centenario de la Real Academia| Teatro Español de Madrid.||40.4149459|-3.7001863|20d7c528-9e6f-4e43-bac2-eca1f8a4dcd0
533|Pedro Calderón de la Barca| Antes que todo es mi dama| 14 de noviembre de 2014| Víctor Manuel Dogar| Teatro del Biombo|| Teatro Ideal de Calahorra, La Rioja.||42.3033485|-1.9633213|740c2cc3-c375-44dc-944c-bf2d031a4d5b
534|Pedro Calderón de la Barca| No hay burlas con el amor||Rosana García| Factoría Teatro||||||936f5cb2-459a-4232-9fb2-e6359cf1f037
535|Pedro Calderón de la Barca| La crítica del amor|| Antonio Castillo Algarra| For the Fun of It||||||6f7f94e4-7942-437c-9b50-a1c23394b196
536|Pedro Calderón de la Barca| La cena del rey Baltasar|| Hermann Bonnín| La Seca Espai Brossa||||||c1c3c463-30e5-46f7-9f85-87f13af28bb4
537|Pedro Calderón de la Barca| Enrique VIII y la cisma de Inglaterra| 27 de febrero de 2015|Helena Pimenta| Compañía Nacional de Teatro Clásico (CNTC)|| Teatro Pavón de Madrid.||40.410031|-3.7061552|35e2733b-f8e8-4af8-99e1-f00033366f1c
538|Pedro Calderón de la Barca| El mágico prodigioso|| Yolanda Mancebo| El Viaje Entretenido||||||29a7bbe8-15bd-4edb-a9aa-da08617f10b4
539|Pedro Calderón de la Barca| El alcalde de Zalamea| 16 de octubre de 2015| Helena Pimenta| Compañía Nacional de Teatro Clásico (CNTC)|| Teatro de la Comedia de Madrid.||40.4155336|-3.7003923|ecaeb55f-d17b-4c69-8436-bc8b1bb756f3
540|Pedro Calderón de la Barca| Crónica de una casa real: La venganza de Tamar y Los cabellos de Absalón|| Gustavo Galindo, Mamen Camacho| Teatro Galo Real||||||e31e7efc-a30b-4b7c-a66f-be560fecd4af
541|Pedro Calderón de la Barca| La vida es sueño| 10 de noviembre de 2016| Carlos Martín| Teatro del Temple|| Teatro Principal de Zaragoza||41.6518556|-0.8793213|fb3462ff-da97-4873-8662-81de2153237d
542|Pedro Calderón de la Barca| La vida es sueño| 14 de diciembre de 2016|César Barló| Almaviva Teatro| Jornada Lorca en la Complutense| Paraninfo de la Universidad Complutense de Madrid||40.4160512|-3.6929536|6520b2ac-6e89-46ae-9897-920059fd0281
543|Pedro Calderón de la Barca, Lope de Vega Carpio|Préstame tus palabras 3|||Joven Compañía Nacional de Teatro Clásico||||||64ea7c18-c31f-4ce4-9d55-dcd56e5f8125
544|Pedro Calderón de la Barca| A secreto agravio, secreta venganza| 19 de julio de 2017| Pedro Hofhuis| Jóvenes Clásicos| Festival Almagro Off| Teatro La Veleta de Almagro||38.8994072|-3.7079747|65b5dd84-435a-448b-9f79-eb52ce9ef11c
545|Pedro Calderón de la Barca| Otro gran teatro del mundo| 16 de diciembre de 2017| Olga Margallo|Compañía Nacional de Teatro Clásico (CNTC); Uroc Teatro|| Teatro de la Comedia de Madrid||40.4155336|-3.7003923|4dac5e96-6772-4496-b908-f051882d405f
546|Pedro Calderón de la Barca| La vida es sueño (vv. 105-106); La vida es sueño (vv.105-106)| 19 de abril de 2017| Carles Alfaro| Moma Teatre, Teatros del Canal| Teatros del Canal de Madrid| Teatros del Canal de Madrid||40.438279|-3.7051836|eb8a4ac2-af5b-4e5f-ab2f-8175d6604063
547|Pedro Calderón de la Barca| La dama duende| 6 de julio de 2017| Helena Pimenta|CNTC| Festival de Almagro| Hospital de San Juan de Almagro||38.389138|-0.4353982|2df21cfe-bf53-452c-8802-42a0bcc70e3d
548|Pedro Calderón de la Barca| El monstruo de los jardines| 18 de julio de 2017| David Lorente| In-Felice Teatro| Festival de Almagro Off| Teatro La Veleta de Almagro||38.8994072|-3.7079747|568af617-9406-44a9-a3f5-9a2effd4e9b3
549|Pedro Calderón de la Barca| Eco y Narciso| 14 de julio de 2017| David Martínez| Miseria y Hambre Producciones| Festival Internacional de Teatro Clásico de Almagro| Espacio Miguel Narros de Almagro||40.4285941|-3.695066|a7b59b6e-8674-47aa-97f9-5c52ef96eb1f
550|Pedro Calderón de la Barca| La vida es sueño| 13 de julio de 2018| ClÃ©ment PoirÃ©e| Théâtre de la Tempete| Festival Internacional de Teatro Clásico de Almagro| Antigua Universidad Renacentista AUREA de Almagro||38.8915937|-3.7148261|e3b1eaf6-d56b-4965-ad24-f2d4e1be0ebc
551|Pedro Calderón de la Barca| La hidalga del valle| 10 de julio de 2018| Ernesto de Diego| Corrales de Comedias Teatro| Festival Internacional de Teatro Clásico de Almagro| Corral de Comedias de Almagro||40.4451582|-3.5339127|9386ea51-cd49-4e2f-887f-492cfb0bfd2b
552|Pedro Calderón de la Barca| No hay burlas con el amor| 19 de julio de 2018| Juan Polanco| Producciones Esquivas| Festival Internacional de Teatro Clásico de Almagro| Teatro Municipal de Almagro||38.8903455|-3.7117528|f6a7d637-ce3f-4414-bd86-85fcbb3fad81
553|Pedro Calderón de la Barca| La señora y la criada| 10 de diciembre de 2019| Miguel del Arco| Joven Compañía Nacional de Teatro Clásico, JCNTC|| Teatro de la Comedia de Madrid||40.4155336|-3.7003923|b4efd98e-7cfa-4e1a-84ad-ad0ae11782d8
554|Pedro Calderón de la Barca| La hija del aire|| Mario Gas| Compañía Nacional de Teatro Clásico,CNTC|| Compañía Nacional de Teatro Clásico,CNTC||40.4265213|-3.7017156|e684a865-ee17-4dd9-8771-d628d19dedc5
555|Pedro Calderón de la Barca| La gran lucha del mundo|| Salomón Santiago L.| La Quinta Teatro, Al Rescate|| La Quinta Teatro, Al Rescate||40.3928289|-3.6247264|e5cbd41b-c969-4992-8db8-34bc4335ab75
556|Pedro Calderón de la Barca| La dama duende|| Jara Martínez Valderas, Caja Negra| Ugala Teater||||||c1d41930-2d72-4af8-bd4b-6daff1fcf0b1
557|Pedro Calderón de la Barca| El galán fantasma| 1 de noviembre de 2019| Rafael Rodríguez| 2Rc Producciones| Teatro Pérez Galdós de Las Palmas de Gran Canaria| Teatro Pérez Galdós de Las Palmas de Gran Canaria||28.1034923|-15.4138437|113d3d00-41b2-4618-80bc-c72860e8fba5
558|Pedro Calderón de la Barca| Con quien vengo, vengo|| Gabriel Garbisu| Amara Producciones||||||e6638bbb-3a66-460e-9724-713551b5559a
559|Pedro Calderón de la Barca| Aire|| José María Esbec| ThreeR Teatro||||||71204484-bfa6-40a6-a8bb-e2741a251956
560|Pedro Calderón de la Barca| No hay burlas con el amor| 29 de julio de 2020| No disponible| Lasardaproduce| Fiesta Corral Cervantes| Lasardaproduce||41.0089274|-3.5715008|58a02081-338b-427f-9e91-7aa293045f80
561|Lope de Vega, Pedro Calderón de la Barca, Tirso de Molina| Mujeres del Siglo de Oro| 18 de septiembre de 2020| No disponible| Teatro Corsario| No disponible| Teatro Corsario||41.6475809|-4.7329811|36576102-192e-4e45-a52d-0e8771e750d3
562|Pedro Calderón de la Barca| Céfalo y Pocris| 15 de julio de 2020| No disponible| Teatro del Velador| Festival Internacional de Teatro Clásico de Almagro| Teatro del Velador||40.4160512|-3.6929536|ee82e51e-1e99-4563-8321-051748492901
563|Pedro Calderón de la Barca| Casa con dos puertas, mala es de guardar| 23 de julio de 2020| No disponible| Clásicos on the Road| Festival Internacional de Teatro Clásico de Almagro| ClÃ¡sicos on the Road||40.4163771|-3.6894635|f62a33fb-63d0-4b6b-9f79-ae58c1cd0197
564|Agustín Moreto, Pedro Calderón de la Barca| Andanzas y entremeses de Juan Rana| 7 de febrero de 2020| No disponible| Ron Lalá Teatro S.L., Compañía Nacional de Teatro Clásico (CNTC)| No disponible| Ron Lalá Teatro S.L., Compañía Nacional de Teatro Clásico (CNTC)||40.4161833|-3.7037633|85bd0e78-2be7-4307-8eef-f5a1d2b1fbe3
565|Pedro Calderón de la Barca| La crítica del amor| No disponible| No disponible| For the Fun of It| No disponible| For the Fun of It||40.432636|-3.71578|805086ae-9f12-4438-b882-97557ec5dadd
566|Pedro Calderón de la Barca| La cena del rey Baltasar| No disponible| No disponible| La Seca Espai Brossa| No disponible| La Seca Espai Brossa||41.3842701|2.1855573|cc6609dc-a28b-4bc1-ae37-06c8116aacf8
567|Pedro Calderón de la Barca| Enrique VIII y la cisma de Inglaterra| 27 de febrero de 2015| No disponible| Compañía Nacional de Teatro Clásico (CNTC)| No disponible|Compañía Nacional de Teatro Clásico (CNTC)||40.4161833|-3.7037633|8c233f1d-ccbe-4f86-ab31-05add59e4ab2
568|Pedro Calderón de la Barca| La vida es sueño| 23 de octubre de 2021| No disponible| Teatre Lliure| No disponible| Teatre Lliure||41.3866101|2.1566491|f2765b99-ccf7-4865-ba4b-855b1dd32731
569|Pedro Calderón de la Barca| La vida es sueño| 16 de julio de 2021| No disponible| Producciones La Folía| Festival de Teatro Clásico de Almagro| Producciones La FolÃ­a||40.4822922|-3.3645504|348cae26-b128-4d1f-ac47-5d39f80a084f
570|Pedro Calderón de la Barca| No hay burlas con el amor| 27 de noviembre de 2021| No disponible| Butaca 78| No disponible| Butaca 78||42.8112585|-1.6635724|84e180e6-f9b4-42a2-a615-a7f321405637
571|Pedro Calderón de la Barca| La vida es sueño| 17 de febrero de 2021| No disponible|Compañía Nacional de Teatro Clásico (CNTC)| No disponible|Compañía Nacional de Teatro Clásico (CNTC)||40.4161833|-3.7037633|ee40fa1b-acf6-4bdf-afcf-48ac64b306ae
572|Pedro Calderón de la Barca| No hay burlas con el amor (Reposición)| 10 de junio de 2021| No disponible| GG Producción y Distribución Escénica, Festival Clásicos en Alcalá| Festival Iberoamericano del Siglo de Oro, Clásicos en Alcalá| GG Producción y Distribución EscÃ©nica, Festival ClÃ¡sicos en AlcalÃ¡||40.4570506|-3.7048454|11cea2b2-31b4-4e1f-83b5-e82ab5903c6a
573|Pedro Calderón de la Barca, Lope de Vega, Tirso de Molina, Alfonso Palomares, Javier Trillo| Don Gil de Olmedo es sueño| 28 de septiembre de 2021| Alfonso Palomares| Lagartolagarto, Zazurca Artes Escénicas| No disponible| Teatro Olimpia de Huesca.||42.1391857|-0.4102256|963aed74-a924-40de-8b99-920a3cb8937b
574|Pedro Calderón de la Barca| Amar después de la muerte| No disponible| Carlos Martínez-Abarca| Maná Obras Teatro| No disponible| No disponible.||40.4253305|-3.7055534|aa77771e-2f38-474a-ade4-f9fce76748a4
575|Pedro Calderón de la Barca| La hija del aire| No disponible| Ernesto Caballero| Los Veranos de la Villa, Fundación Juan March| No disponible| No disponible.||40.4253305|-3.7055534|de3fb760-e27e-40a9-a443-9e65234bcfb6
576|Pedro Calderón de la Barca, Antonio Machado, Mario Benedetti, William Shakespeare, Alfonsina Storni| Paladio Arte| 10 de noviembre de 2021| Pablo Tercero, Marta Cantero| Paladio Arte| No disponible| Teatro Juan Bravo de Segovia.||40.9504826|-4.1235423|3071ed54-a65c-49ae-9088-c7cc0c6ffd2e
577|Pedro Calderón de la Barca, Ana Caro, Félix Lope de Vega| Eco y Narciso, Valor, agravio y mujer, Fuenteovejuna| 4 de marzo de 2021| Mariano Estudillo| Joven Compañía nacional de Teatro Clásico (JCNTC)| No disponible| Sala Tirso de Molina del Teatro de la Comedia de Madrid.||40.4155336|-3.7003923|8c26fd61-6c76-41ee-952e-c111106ce64f
578|Pedro Calderón de la Barca| La gran Cenobia| 13 de enero de 2022| David Boceta| Compañía nacional de Teatro Clásico,CNTC|| CompaÃ±Ã­a Nacional de Teatro ClÃ¡sico,CNTC||35.67445|-6.8143|eb88d9d2-f473-46be-8ce9-71528116c5dd
579|Pedro Calderón de la Barca| La vida es sueño| 2 de julio de 2022|Mariano de Paco Serrano| Teatro Círculo|| Monasterio Cisterciense de San Bernardo de AlcalÃ¡ de Henares, Madrid||40.4830703|-3.3698094|b01d8c56-b0e3-4ec6-ab2d-da58be9cc9cb
580|Pedro Calderón de la Barca| La vida es sueño. Versión musical| 1 de julio de 2022| Macarena Baeza de la Fuente| Teatro la Calderona|| Teatro la Calderona||40.4140434|-3.7035111|235808d7-aa6c-4952-a744-3875fb87238e
581|Pedro Calderón de la Barca| La vida es sueño en sus versos esenciales| 27 de julio de 2022|| Olmedo Clásico. Festival de Teatro Clásico de Olmedo||||||2e3bd31f-b427-4135-9382-910d90926ac3
582|Bartolomé Torres Naharro|Comedia Aquilana|3 de marzo de 2018|Ana Zamora|Nao d´amores|Festival de Teatro Clásico de Almagro|Teatro de la Comedia. Compañía Nacional de Teatro Clásico||40.4822922|-3.3645504|7b0138bf-60de-48f7-a814-226dccdd8b8a
